operator,constant,found,total,elapsed_ms
Subtract_Inv_LogisticSigmoid,Pi,4,35,8.13ms
Subtract_Inv_LogisticSigmoid,-1,4,35,7.31ms
Subtract_Inv_LogisticSigmoid,2,4,35,9.39ms
Subtract_Inv_LogisticSigmoid,0,3,35,4.62ms
Subtract_Inv_LogisticSigmoid,I,3,35,8.34ms
Subtract_Minus_Exp,1,3,35,2.59ms
Subtract_Minus_Exp,E,3,35,2.61ms
Subtract_Minus_Exp,Pi,3,35,2.62ms
Subtract_Minus_Exp,-1,3,35,2.65ms
Subtract_Minus_Exp,2,3,35,2.70ms
Subtract_Minus_Exp,0,3,35,5.77ms
Subtract_Minus_Exp,I,2,35,2.64ms
Subtract_Minus_Log,1,5,35,7.65ms
Subtract_Minus_Log,E,3,35,3.31ms
Subtract_Minus_Log,Pi,3,35,2.91ms
Subtract_Minus_Log,-1,3,35,2.96ms
Subtract_Minus_Log,2,3,35,2.95ms
Subtract_Minus_Log,0,2,35,2.01ms
Subtract_Minus_Log,I,2,35,3.23ms
Subtract_Minus_Sin,1,3,35,2.46ms
Subtract_Minus_Sin,E,3,35,2.55ms
Subtract_Minus_Sin,Pi,4,35,3.34ms
Subtract_Minus_Sin,-1,3,35,2.43ms
Subtract_Minus_Sin,2,3,35,2.41ms
Subtract_Minus_Sin,0,4,35,6.89ms
Subtract_Minus_Sin,I,2,35,2.55ms
Subtract_Minus_Cos,1,3,35,2.40ms
Subtract_Minus_Cos,E,3,35,2.43ms
Subtract_Minus_Cos,Pi,3,35,2.87ms
Subtract_Minus_Cos,-1,3,35,2.85ms
Subtract_Minus_Cos,2,3,35,2.47ms
Subtract_Minus_Cos,0,3,35,4.85ms
Subtract_Minus_Cos,I,2,35,2.52ms
Subtract_Minus_Tan,1,3,35,2.51ms
Subtract_Minus_Tan,E,3,35,2.83ms
Subtract_Minus_Tan,Pi,4,35,3.46ms
Subtract_Minus_Tan,-1,3,35,2.59ms
Subtract_Minus_Tan,2,3,35,2.56ms
Subtract_Minus_Tan,0,4,35,7.06ms
Subtract_Minus_Tan,I,2,35,2.82ms
Subtract_Minus_ArcSin,1,3,35,4.24ms
Subtract_Minus_ArcSin,E,3,35,4.49ms
Subtract_Minus_ArcSin,Pi,3,35,4.48ms
Subtract_Minus_ArcSin,-1,3,35,4.32ms
Subtract_Minus_ArcSin,2,3,35,4.50ms
Subtract_Minus_ArcSin,0,4,35,13.26ms
Subtract_Minus_ArcSin,I,2,35,4.75ms
Subtract_Minus_ArcCos,1,5,35,11.53ms
Subtract_Minus_ArcCos,E,3,35,4.54ms
Subtract_Minus_ArcCos,Pi,3,35,4.43ms
Subtract_Minus_ArcCos,-1,3,35,4.39ms
Subtract_Minus_ArcCos,2,3,35,4.46ms
Subtract_Minus_ArcCos,0,3,35,12.53ms
Subtract_Minus_ArcCos,I,2,35,4.41ms
Subtract_Minus_ArcTan,1,3,35,4.26ms
Subtract_Minus_ArcTan,E,3,35,4.26ms
Subtract_Minus_ArcTan,Pi,3,35,4.22ms
Subtract_Minus_ArcTan,-1,3,35,4.27ms
Subtract_Minus_ArcTan,2,3,35,4.30ms
Subtract_Minus_ArcTan,0,4,35,12.59ms
Subtract_Minus_ArcTan,I,2,35,2.71ms
Subtract_Minus_Sinh,1,3,35,2.65ms
Subtract_Minus_Sinh,E,3,35,2.57ms
Subtract_Minus_Sinh,Pi,3,35,3.10ms
Subtract_Minus_Sinh,-1,3,35,2.63ms
Subtract_Minus_Sinh,2,3,35,3.10ms
Subtract_Minus_Sinh,0,4,35,7.56ms
Subtract_Minus_Sinh,I,2,35,2.63ms
Subtract_Minus_Cosh,1,3,35,2.65ms
Subtract_Minus_Cosh,E,3,35,2.63ms
Subtract_Minus_Cosh,Pi,3,35,2.72ms
Subtract_Minus_Cosh,-1,3,35,2.61ms
Subtract_Minus_Cosh,2,3,35,2.62ms
Subtract_Minus_Cosh,0,3,35,5.47ms
Subtract_Minus_Cosh,I,2,35,2.67ms
Subtract_Minus_Tanh,1,3,35,2.81ms
Subtract_Minus_Tanh,E,3,35,2.91ms
Subtract_Minus_Tanh,Pi,3,35,2.87ms
Subtract_Minus_Tanh,-1,3,35,2.94ms
Subtract_Minus_Tanh,2,3,35,2.87ms
Subtract_Minus_Tanh,0,4,35,8.29ms
Subtract_Minus_Tanh,I,2,35,3.44ms
Subtract_Minus_ArcSinh,1,3,35,3.60ms
Subtract_Minus_ArcSinh,E,3,35,3.64ms
Subtract_Minus_ArcSinh,Pi,3,35,3.59ms
Subtract_Minus_ArcSinh,-1,3,35,3.59ms
Subtract_Minus_ArcSinh,2,3,35,3.63ms
Subtract_Minus_ArcSinh,0,4,35,10.96ms
Subtract_Minus_ArcSinh,I,2,35,4.07ms
Subtract_Minus_ArcCosh,1,5,35,13.89ms
Subtract_Minus_ArcCosh,E,3,35,5.10ms
Subtract_Minus_ArcCosh,Pi,3,35,4.98ms
Subtract_Minus_ArcCosh,-1,3,35,5.10ms
Subtract_Minus_ArcCosh,2,3,35,5.04ms
Subtract_Minus_ArcCosh,0,2,35,5.32ms
Subtract_Minus_ArcCosh,I,2,35,5.54ms
Subtract_Minus_ArcTanh,1,3,35,2.37ms
Subtract_Minus_ArcTanh,E,3,35,3.72ms
Subtract_Minus_ArcTanh,Pi,3,35,3.76ms
Subtract_Minus_ArcTanh,-1,3,35,2.35ms
Subtract_Minus_ArcTanh,2,3,35,3.69ms
Subtract_Minus_ArcTanh,0,4,35,11.62ms
Subtract_Minus_ArcTanh,I,2,35,3.98ms
Subtract_Minus_Inv,1,4,35,3.01ms
Subtract_Minus_Inv,E,3,35,2.05ms
Subtract_Minus_Inv,Pi,3,35,1.97ms
Subtract_Minus_Inv,-1,5,35,6.02ms
Subtract_Minus_Inv,2,3,35,1.98ms
Subtract_Minus_Inv,0,8,35,28.31ms
Subtract_Minus_Inv,I,8,35,68.10ms
Subtract_Minus_Minus,1,8,35,7.68ms
Subtract_Minus_Minus,E,6,35,4.10ms
Subtract_Minus_Minus,Pi,6,35,4.19ms
Subtract_Minus_Minus,-1,8,35,8.53ms
Subtract_Minus_Minus,2,6,35,4.06ms
Subtract_Minus_Minus,0,5,35,2.23ms
Subtract_Minus_Minus,I,5,35,4.22ms
Subtract_Minus_Sqr,1,4,35,4.21ms
Subtract_Minus_Sqr,E,3,35,1.95ms
Subtract_Minus_Sqr,Pi,3,35,2.35ms
Subtract_Minus_Sqr,-1,7,35,17.79ms
Subtract_Minus_Sqr,2,3,35,1.93ms
Subtract_Minus_Sqr,0,4,35,4.37ms
Subtract_Minus_Sqr,I,2,35,1.95ms
Subtract_Minus_Sqrt,1,4,35,7.07ms
Subtract_Minus_Sqrt,E,3,35,2.80ms
Subtract_Minus_Sqrt,Pi,3,35,2.85ms
Subtract_Minus_Sqrt,-1,3,35,2.88ms
Subtract_Minus_Sqrt,2,3,35,2.77ms
Subtract_Minus_Sqrt,0,4,35,10.38ms
Subtract_Minus_Sqrt,I,2,35,3.03ms
Subtract_Minus_Id,1,3,35,1.17ms
Subtract_Minus_Id,E,3,35,1.19ms
Subtract_Minus_Id,Pi,3,35,1.24ms
Subtract_Minus_Id,-1,4,35,1.51ms
Subtract_Minus_Id,2,3,35,1.45ms
Subtract_Minus_Id,0,5,35,2.35ms
Subtract_Minus_Id,I,2,35,1.21ms
Subtract_Minus_LogisticSigmoid,1,3,35,2.69ms
Subtract_Minus_LogisticSigmoid,E,3,35,2.76ms
Subtract_Minus_LogisticSigmoid,Pi,3,35,2.74ms
Subtract_Minus_LogisticSigmoid,-1,3,35,2.76ms
Subtract_Minus_LogisticSigmoid,2,3,35,2.82ms
Subtract_Minus_LogisticSigmoid,0,2,35,2.72ms
Subtract_Minus_LogisticSigmoid,I,2,35,2.77ms
Subtract_Sqr_Exp,1,3,35,2.97ms
Subtract_Sqr_Exp,E,4,35,9.27ms
Subtract_Sqr_Exp,Pi,4,35,8.67ms
Subtract_Sqr_Exp,-1,3,35,2.93ms
Subtract_Sqr_Exp,2,3,35,2.99ms
Subtract_Sqr_Exp,0,3,35,6.25ms
Subtract_Sqr_Exp,I,2,35,2.97ms
Subtract_Sqr_Log,1,4,35,5.41ms
Subtract_Sqr_Log,E,3,35,3.21ms
Subtract_Sqr_Log,Pi,3,35,3.22ms
Subtract_Sqr_Log,-1,3,35,3.32ms
Subtract_Sqr_Log,2,3,35,3.21ms
Subtract_Sqr_Log,0,2,35,2.12ms
Subtract_Sqr_Log,I,2,35,3.38ms
Subtract_Sqr_Sin,1,3,35,2.65ms
Subtract_Sqr_Sin,E,3,35,2.65ms
Subtract_Sqr_Sin,Pi,4,35,5.56ms
Subtract_Sqr_Sin,-1,3,35,2.70ms
Subtract_Sqr_Sin,2,3,35,2.67ms
Subtract_Sqr_Sin,0,3,35,5.21ms
Subtract_Sqr_Sin,I,2,35,2.85ms
Subtract_Sqr_Cos,1,3,35,2.70ms
Subtract_Sqr_Cos,E,3,35,3.11ms
Subtract_Sqr_Cos,Pi,3,35,2.73ms
Subtract_Sqr_Cos,-1,3,35,2.68ms
Subtract_Sqr_Cos,2,3,35,2.72ms
Subtract_Sqr_Cos,0,3,35,5.73ms
Subtract_Sqr_Cos,I,2,35,2.80ms
Subtract_Sqr_Tan,1,3,35,2.96ms
Subtract_Sqr_Tan,E,3,35,2.87ms
Subtract_Sqr_Tan,Pi,4,35,6.27ms
Subtract_Sqr_Tan,-1,3,35,2.83ms
Subtract_Sqr_Tan,2,3,35,3.26ms
Subtract_Sqr_Tan,0,3,35,4.87ms
Subtract_Sqr_Tan,I,2,35,3.37ms
Subtract_Sqr_ArcSin,1,3,35,4.71ms
Subtract_Sqr_ArcSin,E,3,35,4.89ms
Subtract_Sqr_ArcSin,Pi,3,35,5.12ms
Subtract_Sqr_ArcSin,-1,3,35,4.69ms
Subtract_Sqr_ArcSin,2,3,35,4.89ms
Subtract_Sqr_ArcSin,0,3,35,8.08ms
Subtract_Sqr_ArcSin,I,2,35,4.98ms
Subtract_Sqr_ArcCos,1,4,35,8.18ms
Subtract_Sqr_ArcCos,E,3,35,4.91ms
Subtract_Sqr_ArcCos,Pi,3,35,4.89ms
Subtract_Sqr_ArcCos,-1,3,35,4.68ms
Subtract_Sqr_ArcCos,2,3,35,4.90ms
Subtract_Sqr_ArcCos,0,2,35,4.73ms
Subtract_Sqr_ArcCos,I,2,35,4.96ms
Subtract_Sqr_ArcTan,1,3,35,4.86ms
Subtract_Sqr_ArcTan,E,3,35,4.89ms
Subtract_Sqr_ArcTan,Pi,3,35,4.92ms
Subtract_Sqr_ArcTan,-1,3,35,4.88ms
Subtract_Sqr_ArcTan,2,3,35,4.80ms
Subtract_Sqr_ArcTan,0,3,35,8.65ms
Subtract_Sqr_ArcTan,I,2,35,3.09ms
Subtract_Sqr_Sinh,1,3,35,2.96ms
Subtract_Sqr_Sinh,E,3,35,3.24ms
Subtract_Sqr_Sinh,Pi,3,35,2.71ms
Subtract_Sqr_Sinh,-1,3,35,2.95ms
Subtract_Sqr_Sinh,2,3,35,3.00ms
Subtract_Sqr_Sinh,0,3,35,5.57ms
Subtract_Sqr_Sinh,I,2,35,3.00ms
Subtract_Sqr_Cosh,1,3,35,3.01ms
Subtract_Sqr_Cosh,E,3,35,2.80ms
Subtract_Sqr_Cosh,Pi,3,35,2.74ms
Subtract_Sqr_Cosh,-1,3,35,3.16ms
Subtract_Sqr_Cosh,2,3,35,3.06ms
Subtract_Sqr_Cosh,0,3,35,5.76ms
Subtract_Sqr_Cosh,I,2,35,3.10ms
Subtract_Sqr_Tanh,1,3,35,3.30ms
Subtract_Sqr_Tanh,E,3,35,3.01ms
Subtract_Sqr_Tanh,Pi,3,35,2.95ms
Subtract_Sqr_Tanh,-1,3,35,3.16ms
Subtract_Sqr_Tanh,2,3,35,3.10ms
Subtract_Sqr_Tanh,0,5,35,17.46ms
Subtract_Sqr_Tanh,I,2,35,3.29ms
Subtract_Sqr_ArcSinh,1,3,35,4.08ms
Subtract_Sqr_ArcSinh,E,3,35,3.95ms
Subtract_Sqr_ArcSinh,Pi,3,35,4.04ms
Subtract_Sqr_ArcSinh,-1,3,35,4.08ms
Subtract_Sqr_ArcSinh,2,3,35,4.02ms
Subtract_Sqr_ArcSinh,0,3,35,7.30ms
Subtract_Sqr_ArcSinh,I,2,35,4.43ms
Subtract_Sqr_ArcCosh,1,4,35,9.44ms
Subtract_Sqr_ArcCosh,E,3,35,5.58ms
Subtract_Sqr_ArcCosh,Pi,3,35,5.47ms
Subtract_Sqr_ArcCosh,-1,3,35,5.77ms
Subtract_Sqr_ArcCosh,2,3,35,5.57ms
Subtract_Sqr_ArcCosh,0,2,35,5.98ms
Subtract_Sqr_ArcCosh,I,2,35,6.10ms
Subtract_Sqr_ArcTanh,1,3,35,2.61ms
Subtract_Sqr_ArcTanh,E,3,35,4.25ms
Subtract_Sqr_ArcTanh,Pi,3,35,4.86ms
Subtract_Sqr_ArcTanh,-1,3,35,2.56ms
Subtract_Sqr_ArcTanh,2,3,35,4.26ms
Subtract_Sqr_ArcTanh,0,3,35,7.36ms
Subtract_Sqr_ArcTanh,I,2,35,4.41ms
Subtract_Sqr_Inv,1,5,35,7.04ms
Subtract_Sqr_Inv,E,3,35,2.23ms
Subtract_Sqr_Inv,Pi,3,35,2.21ms
Subtract_Sqr_Inv,-1,4,35,4.78ms
Subtract_Sqr_Inv,2,3,35,2.22ms
Subtract_Sqr_Inv,0,2,35,1.54ms
Subtract_Sqr_Inv,I,2,35,2.35ms
Subtract_Sqr_Minus,1,4,35,3.16ms
Subtract_Sqr_Minus,E,3,35,1.83ms
Subtract_Sqr_Minus,Pi,3,35,1.92ms
Subtract_Sqr_Minus,-1,6,35,9.81ms
Subtract_Sqr_Minus,2,3,35,1.84ms
Subtract_Sqr_Minus,0,3,35,2.49ms
Subtract_Sqr_Minus,I,2,35,2.42ms
Subtract_Sqr_Sqr,1,5,35,3.50ms
Subtract_Sqr_Sqr,E,4,35,4.14ms
Subtract_Sqr_Sqr,Pi,4,35,3.70ms
Subtract_Sqr_Sqr,-1,5,35,3.54ms
Subtract_Sqr_Sqr,2,4,35,3.83ms
Subtract_Sqr_Sqr,0,3,35,2.34ms
Subtract_Sqr_Sqr,I,6,35,10.85ms
Subtract_Sqr_Sqrt,1,11,35,360.77ms
Subtract_Sqr_Sqrt,E,3,35,3.16ms
Subtract_Sqr_Sqrt,Pi,3,35,3.11ms
Subtract_Sqr_Sqrt,-1,3,35,3.29ms
Subtract_Sqr_Sqrt,2,3,35,3.14ms
Subtract_Sqr_Sqrt,0,8,35,67.34ms
Subtract_Sqr_Sqrt,I,2,35,3.43ms
Subtract_Sqr_Id,1,7,35,16.59ms
Subtract_Sqr_Id,E,3,35,1.87ms
Subtract_Sqr_Id,Pi,3,35,1.91ms
Subtract_Sqr_Id,-1,4,35,2.98ms
Subtract_Sqr_Id,2,3,35,1.80ms
Subtract_Sqr_Id,0,4,35,3.80ms
Subtract_Sqr_Id,I,2,35,1.83ms
Subtract_Sqr_LogisticSigmoid,1,3,35,3.06ms
Subtract_Sqr_LogisticSigmoid,E,3,35,3.00ms
Subtract_Sqr_LogisticSigmoid,Pi,3,35,2.91ms
Subtract_Sqr_LogisticSigmoid,-1,3,35,3.09ms
Subtract_Sqr_LogisticSigmoid,2,3,35,3.04ms
Subtract_Sqr_LogisticSigmoid,0,2,35,3.04ms
Subtract_Sqr_LogisticSigmoid,I,2,35,3.09ms
Subtract_Sqrt_Exp,1,3,35,3.75ms
Subtract_Sqrt_Exp,E,3,35,3.73ms
Subtract_Sqrt_Exp,Pi,3,35,3.73ms
Subtract_Sqrt_Exp,-1,3,35,3.73ms
Subtract_Sqrt_Exp,2,3,35,3.79ms
Subtract_Sqrt_Exp,0,3,35,8.16ms
Subtract_Sqrt_Exp,I,2,35,3.99ms
Subtract_Sqrt_Log,1,4,35,7.67ms
Subtract_Sqrt_Log,E,3,35,3.95ms
Subtract_Sqrt_Log,Pi,3,35,3.99ms
Subtract_Sqrt_Log,-1,3,35,4.40ms
Subtract_Sqrt_Log,2,3,35,3.91ms
Subtract_Sqrt_Log,0,2,35,2.68ms
Subtract_Sqrt_Log,I,2,35,5.28ms
Subtract_Sqrt_Sin,1,3,35,3.46ms
Subtract_Sqrt_Sin,E,3,35,3.54ms
Subtract_Sqrt_Sin,Pi,4,35,8.07ms
Subtract_Sqrt_Sin,-1,3,35,3.62ms
Subtract_Sqrt_Sin,2,3,35,3.48ms
Subtract_Sqrt_Sin,0,3,35,6.63ms
Subtract_Sqrt_Sin,I,2,35,3.90ms
Subtract_Sqrt_Cos,1,3,35,3.57ms
Subtract_Sqrt_Cos,E,3,35,3.51ms
Subtract_Sqrt_Cos,Pi,3,35,3.55ms
Subtract_Sqrt_Cos,-1,3,35,3.76ms
Subtract_Sqrt_Cos,2,3,35,3.67ms
Subtract_Sqrt_Cos,0,3,35,7.76ms
Subtract_Sqrt_Cos,I,2,35,3.80ms
Subtract_Sqrt_Tan,1,3,35,3.63ms
Subtract_Sqrt_Tan,E,3,35,4.06ms
Subtract_Sqrt_Tan,Pi,4,35,8.61ms
Subtract_Sqrt_Tan,-1,3,35,3.78ms
Subtract_Sqrt_Tan,2,3,35,3.58ms
Subtract_Sqrt_Tan,0,3,35,7.20ms
Subtract_Sqrt_Tan,I,2,35,4.14ms
Subtract_Sqrt_ArcSin,1,3,35,6.01ms
Subtract_Sqrt_ArcSin,E,3,35,6.16ms
Subtract_Sqrt_ArcSin,Pi,3,35,5.80ms
Subtract_Sqrt_ArcSin,-1,3,35,5.65ms
Subtract_Sqrt_ArcSin,2,3,35,5.92ms
Subtract_Sqrt_ArcSin,0,3,35,10.39ms
Subtract_Sqrt_ArcSin,I,2,35,5.95ms
Subtract_Sqrt_ArcCos,1,4,35,10.07ms
Subtract_Sqrt_ArcCos,E,3,35,5.87ms
Subtract_Sqrt_ArcCos,Pi,3,35,5.86ms
Subtract_Sqrt_ArcCos,-1,3,35,5.85ms
Subtract_Sqrt_ArcCos,2,3,35,5.84ms
Subtract_Sqrt_ArcCos,0,2,35,6.18ms
Subtract_Sqrt_ArcCos,I,2,35,5.94ms
Subtract_Sqrt_ArcTan,1,3,35,5.92ms
Subtract_Sqrt_ArcTan,E,3,35,5.61ms
Subtract_Sqrt_ArcTan,Pi,3,35,5.60ms
Subtract_Sqrt_ArcTan,-1,3,35,5.60ms
Subtract_Sqrt_ArcTan,2,3,35,5.63ms
Subtract_Sqrt_ArcTan,0,3,35,10.12ms
Subtract_Sqrt_ArcTan,I,2,35,3.57ms
Subtract_Sqrt_Sinh,1,3,35,3.92ms
Subtract_Sqrt_Sinh,E,3,35,3.80ms
Subtract_Sqrt_Sinh,Pi,3,35,3.64ms
Subtract_Sqrt_Sinh,-1,3,35,3.86ms
Subtract_Sqrt_Sinh,2,3,35,3.76ms
Subtract_Sqrt_Sinh,0,3,35,7.79ms
Subtract_Sqrt_Sinh,I,2,35,4.01ms
Subtract_Sqrt_Cosh,1,3,35,3.83ms
Subtract_Sqrt_Cosh,E,3,35,3.63ms
Subtract_Sqrt_Cosh,Pi,3,35,3.72ms
Subtract_Sqrt_Cosh,-1,3,35,3.90ms
Subtract_Sqrt_Cosh,2,3,35,3.87ms
Subtract_Sqrt_Cosh,0,3,35,8.53ms
Subtract_Sqrt_Cosh,I,2,35,3.91ms
Subtract_Sqrt_Tanh,1,3,35,3.91ms
Subtract_Sqrt_Tanh,E,3,35,3.94ms
Subtract_Sqrt_Tanh,Pi,3,35,3.89ms
Subtract_Sqrt_Tanh,-1,3,35,4.02ms
Subtract_Sqrt_Tanh,2,3,35,3.91ms
Subtract_Sqrt_Tanh,0,3,35,7.63ms
Subtract_Sqrt_Tanh,I,2,35,4.61ms
Subtract_Sqrt_ArcSinh,1,3,35,4.95ms
Subtract_Sqrt_ArcSinh,E,3,35,5.02ms
Subtract_Sqrt_ArcSinh,Pi,3,35,4.92ms
Subtract_Sqrt_ArcSinh,-1,3,35,5.32ms
Subtract_Sqrt_ArcSinh,2,3,35,5.17ms
Subtract_Sqrt_ArcSinh,0,3,35,9.73ms
Subtract_Sqrt_ArcSinh,I,2,35,5.83ms
Subtract_Sqrt_ArcCosh,1,4,35,11.88ms
Subtract_Sqrt_ArcCosh,E,3,35,7.17ms
Subtract_Sqrt_ArcCosh,Pi,3,35,6.59ms
Subtract_Sqrt_ArcCosh,-1,3,35,6.79ms
Subtract_Sqrt_ArcCosh,2,3,35,6.58ms
Subtract_Sqrt_ArcCosh,0,2,35,6.99ms
Subtract_Sqrt_ArcCosh,I,2,35,7.20ms
Subtract_Sqrt_ArcTanh,1,3,35,3.14ms
Subtract_Sqrt_ArcTanh,E,3,35,5.23ms
Subtract_Sqrt_ArcTanh,Pi,3,35,5.25ms
Subtract_Sqrt_ArcTanh,-1,3,35,3.18ms
Subtract_Sqrt_ArcTanh,2,3,35,5.20ms
Subtract_Sqrt_ArcTanh,0,3,35,9.44ms
Subtract_Sqrt_ArcTanh,I,2,35,5.58ms
Subtract_Sqrt_Inv,1,5,35,14.87ms
Subtract_Sqrt_Inv,E,3,35,3.09ms
Subtract_Sqrt_Inv,Pi,3,35,3.10ms
Subtract_Sqrt_Inv,-1,3,35,3.27ms
Subtract_Sqrt_Inv,2,3,35,3.11ms
Subtract_Sqrt_Inv,0,2,35,2.06ms
Subtract_Sqrt_Inv,I,2,35,3.40ms
Subtract_Sqrt_Minus,1,4,35,5.02ms
Subtract_Sqrt_Minus,E,3,35,2.57ms
Subtract_Sqrt_Minus,Pi,3,35,2.56ms
Subtract_Sqrt_Minus,-1,3,35,2.79ms
Subtract_Sqrt_Minus,2,3,35,2.57ms
Subtract_Sqrt_Minus,0,3,35,3.68ms
Subtract_Sqrt_Minus,I,2,35,2.86ms
Subtract_Sqrt_Sqr,1,11,35,374.54ms
Subtract_Sqrt_Sqr,E,3,35,3.02ms
Subtract_Sqrt_Sqr,Pi,3,35,3.06ms
Subtract_Sqrt_Sqr,-1,3,35,3.23ms
Subtract_Sqrt_Sqr,2,3,35,3.17ms
Subtract_Sqrt_Sqr,0,8,35,67.62ms
Subtract_Sqrt_Sqr,I,2,35,3.33ms
Subtract_Sqrt_Sqrt,1,5,35,25.63ms
Subtract_Sqrt_Sqrt,E,4,35,10.90ms
Subtract_Sqrt_Sqrt,Pi,4,35,10.33ms
Subtract_Sqrt_Sqrt,-1,4,35,11.50ms
Subtract_Sqrt_Sqrt,2,4,35,10.33ms
Subtract_Sqrt_Sqrt,0,3,35,6.50ms
Subtract_Sqrt_Sqrt,I,3,35,11.91ms
Subtract_Sqrt_Id,1,7,35,64.80ms
Subtract_Sqrt_Id,E,3,35,2.68ms
Subtract_Sqrt_Id,Pi,3,35,2.73ms
Subtract_Sqrt_Id,-1,3,35,2.82ms
Subtract_Sqrt_Id,2,3,35,2.69ms
Subtract_Sqrt_Id,0,4,35,10.79ms
Subtract_Sqrt_Id,I,2,35,2.97ms
Subtract_Sqrt_LogisticSigmoid,1,3,35,4.15ms
Subtract_Sqrt_LogisticSigmoid,E,3,35,3.86ms
Subtract_Sqrt_LogisticSigmoid,Pi,3,35,3.79ms
Subtract_Sqrt_LogisticSigmoid,-1,3,35,3.89ms
Subtract_Sqrt_LogisticSigmoid,2,3,35,3.86ms
Subtract_Sqrt_LogisticSigmoid,0,2,35,3.88ms
Subtract_Sqrt_LogisticSigmoid,I,2,35,4.02ms
Subtract_Id_Exp,1,3,35,2.61ms
Subtract_Id_Exp,E,3,35,2.53ms
Subtract_Id_Exp,Pi,3,35,2.53ms
Subtract_Id_Exp,-1,3,35,3.14ms
Subtract_Id_Exp,2,3,35,2.57ms
Subtract_Id_Exp,0,3,35,4.94ms
Subtract_Id_Exp,I,2,35,2.60ms
Subtract_Id_Log,1,3,35,2.13ms
Subtract_Id_Log,E,3,35,2.79ms
Subtract_Id_Log,Pi,3,35,2.79ms
Subtract_Id_Log,-1,3,35,2.88ms
Subtract_Id_Log,2,3,35,2.74ms
Subtract_Id_Log,0,2,35,1.96ms
Subtract_Id_Log,I,2,35,2.99ms
Subtract_Id_Sin,1,3,35,2.31ms
Subtract_Id_Sin,E,3,35,2.31ms
Subtract_Id_Sin,Pi,3,35,2.14ms
Subtract_Id_Sin,-1,3,35,2.36ms
Subtract_Id_Sin,2,3,35,2.36ms
Subtract_Id_Sin,0,2,35,1.82ms
Subtract_Id_Sin,I,2,35,2.50ms
Subtract_Id_Cos,1,3,35,2.31ms
Subtract_Id_Cos,E,3,35,2.28ms
Subtract_Id_Cos,Pi,3,35,2.31ms
Subtract_Id_Cos,-1,3,35,2.32ms
Subtract_Id_Cos,2,3,35,2.46ms
Subtract_Id_Cos,0,3,35,4.45ms
Subtract_Id_Cos,I,2,35,2.48ms
Subtract_Id_Tan,1,3,35,2.54ms
Subtract_Id_Tan,E,3,35,2.50ms
Subtract_Id_Tan,Pi,3,35,1.93ms
Subtract_Id_Tan,-1,3,35,2.47ms
Subtract_Id_Tan,2,3,35,2.41ms
Subtract_Id_Tan,0,2,35,1.92ms
Subtract_Id_Tan,I,2,35,2.69ms
Subtract_Id_ArcSin,1,3,35,4.11ms
Subtract_Id_ArcSin,E,3,35,4.37ms
Subtract_Id_ArcSin,Pi,3,35,4.30ms
Subtract_Id_ArcSin,-1,3,35,4.21ms
Subtract_Id_ArcSin,2,3,35,4.51ms
Subtract_Id_ArcSin,0,2,35,2.94ms
Subtract_Id_ArcSin,I,2,35,4.21ms
Subtract_Id_ArcCos,1,3,35,2.89ms
Subtract_Id_ArcCos,E,3,35,4.27ms
Subtract_Id_ArcCos,Pi,3,35,4.31ms
Subtract_Id_ArcCos,-1,3,35,4.08ms
Subtract_Id_ArcCos,2,3,35,4.24ms
Subtract_Id_ArcCos,0,2,35,4.26ms
Subtract_Id_ArcCos,I,2,35,4.27ms
Subtract_Id_ArcTan,1,3,35,4.27ms
Subtract_Id_ArcTan,E,3,35,4.26ms
Subtract_Id_ArcTan,Pi,3,35,4.22ms
Subtract_Id_ArcTan,-1,3,35,4.23ms
Subtract_Id_ArcTan,2,3,35,4.29ms
Subtract_Id_ArcTan,0,2,35,3.02ms
Subtract_Id_ArcTan,I,2,35,2.81ms
Subtract_Id_Sinh,1,3,35,2.63ms
Subtract_Id_Sinh,E,3,35,2.54ms
Subtract_Id_Sinh,Pi,3,35,2.51ms
Subtract_Id_Sinh,-1,3,35,2.57ms
Subtract_Id_Sinh,2,3,35,2.57ms
Subtract_Id_Sinh,0,2,35,1.98ms
Subtract_Id_Sinh,I,2,35,2.57ms
Subtract_Id_Cosh,1,3,35,2.59ms
Subtract_Id_Cosh,E,3,35,2.69ms
Subtract_Id_Cosh,Pi,3,35,2.55ms
Subtract_Id_Cosh,-1,3,35,2.61ms
Subtract_Id_Cosh,2,3,35,2.53ms
Subtract_Id_Cosh,0,3,35,5.12ms
Subtract_Id_Cosh,I,2,35,2.64ms
Subtract_Id_Tanh,1,3,35,2.75ms
Subtract_Id_Tanh,E,3,35,2.77ms
Subtract_Id_Tanh,Pi,3,35,2.79ms
Subtract_Id_Tanh,-1,3,35,2.86ms
Subtract_Id_Tanh,2,3,35,2.77ms
Subtract_Id_Tanh,0,2,35,2.09ms
Subtract_Id_Tanh,I,2,35,2.83ms
Subtract_Id_ArcSinh,1,3,35,3.73ms
Subtract_Id_ArcSinh,E,3,35,3.58ms
Subtract_Id_ArcSinh,Pi,3,35,3.49ms
Subtract_Id_ArcSinh,-1,3,35,3.52ms
Subtract_Id_ArcSinh,2,3,35,3.51ms
Subtract_Id_ArcSinh,0,2,35,2.59ms
Subtract_Id_ArcSinh,I,2,35,4.34ms
Subtract_Id_ArcCosh,1,3,35,3.47ms
Subtract_Id_ArcCosh,E,3,35,4.89ms
