operator,constant,found,total,elapsed_ms
Divide_ArcCos_Sqrt,0,2,35,3.72ms
Divide_ArcCos_Sqrt,I,2,35,6.04ms
Divide_ArcCos_Id,1,4,35,7.75ms
Divide_ArcCos_Id,E,3,35,4.33ms
Divide_ArcCos_Id,Pi,3,35,4.56ms
Divide_ArcCos_Id,-1,3,35,4.49ms
Divide_ArcCos_Id,2,3,35,4.70ms
Divide_ArcCos_Id,0,2,35,2.80ms
Divide_ArcCos_Id,I,2,35,4.26ms
Divide_ArcCos_LogisticSigmoid,1,4,35,11.37ms
Divide_ArcCos_LogisticSigmoid,E,3,35,5.70ms
Divide_ArcCos_LogisticSigmoid,Pi,3,35,5.41ms
Divide_ArcCos_LogisticSigmoid,-1,3,35,5.35ms
Divide_ArcCos_LogisticSigmoid,2,3,35,5.38ms
Divide_ArcCos_LogisticSigmoid,0,3,35,12.31ms
Divide_ArcCos_LogisticSigmoid,I,2,35,5.61ms
Divide_ArcTan_Exp,1,3,35,5.67ms
Divide_ArcTan_Exp,E,3,35,5.60ms
Divide_ArcTan_Exp,Pi,3,35,5.61ms
Divide_ArcTan_Exp,-1,3,35,5.62ms
Divide_ArcTan_Exp,2,3,35,5.62ms
Divide_ArcTan_Exp,0,3,35,8.46ms
Divide_ArcTan_Exp,I,2,35,3.91ms
Divide_ArcTan_Log,1,3,35,3.66ms
Divide_ArcTan_Log,E,4,35,14.10ms
Divide_ArcTan_Log,Pi,3,35,5.59ms
Divide_ArcTan_Log,-1,3,35,5.56ms
Divide_ArcTan_Log,2,3,35,5.74ms
Divide_ArcTan_Log,0,2,35,2.50ms
Divide_ArcTan_Log,I,2,35,3.40ms
Divide_ArcTan_Sin,1,3,35,5.20ms
Divide_ArcTan_Sin,E,3,35,5.62ms
Divide_ArcTan_Sin,Pi,3,35,3.77ms
Divide_ArcTan_Sin,-1,3,35,5.26ms
Divide_ArcTan_Sin,2,3,35,5.08ms
Divide_ArcTan_Sin,0,2,35,2.45ms
Divide_ArcTan_Sin,I,2,35,3.23ms
Divide_ArcTan_Cos,1,3,35,5.12ms
Divide_ArcTan_Cos,E,3,35,5.00ms
Divide_ArcTan_Cos,Pi,3,35,5.04ms
Divide_ArcTan_Cos,-1,3,35,5.04ms
Divide_ArcTan_Cos,2,3,35,5.10ms
Divide_ArcTan_Cos,0,3,35,7.89ms
Divide_ArcTan_Cos,I,2,35,3.28ms
Divide_ArcTan_Tan,1,3,35,5.36ms
Divide_ArcTan_Tan,E,3,35,5.24ms
Divide_ArcTan_Tan,Pi,3,35,3.93ms
Divide_ArcTan_Tan,-1,3,35,5.45ms
Divide_ArcTan_Tan,2,3,35,5.39ms
Divide_ArcTan_Tan,0,2,35,2.45ms
Divide_ArcTan_Tan,I,2,35,3.30ms
Divide_ArcTan_ArcSin,1,3,35,7.27ms
Divide_ArcTan_ArcSin,E,3,35,7.59ms
Divide_ArcTan_ArcSin,Pi,3,35,7.51ms
Divide_ArcTan_ArcSin,-1,3,35,7.34ms
Divide_ArcTan_ArcSin,2,3,35,7.62ms
Divide_ArcTan_ArcSin,0,2,35,3.19ms
Divide_ArcTan_ArcSin,I,2,35,4.10ms
Divide_ArcTan_ArcCos,1,3,35,4.39ms
Divide_ArcTan_ArcCos,E,3,35,6.93ms
Divide_ArcTan_ArcCos,Pi,3,35,7.02ms
Divide_ArcTan_ArcCos,-1,3,35,7.12ms
Divide_ArcTan_ArcCos,2,3,35,7.08ms
Divide_ArcTan_ArcCos,0,2,35,5.12ms
Divide_ArcTan_ArcCos,I,2,35,4.22ms
Divide_ArcTan_ArcTan,1,3,35,4.93ms
Divide_ArcTan_ArcTan,E,4,35,13.83ms
Divide_ArcTan_ArcTan,Pi,4,35,13.54ms
Divide_ArcTan_ArcTan,-1,4,35,9.75ms
Divide_ArcTan_ArcTan,2,4,35,13.33ms
Divide_ArcTan_ArcTan,0,3,35,6.14ms
Divide_ArcTan_ArcTan,I,3,35,5.45ms
Divide_ArcTan_Sinh,1,3,35,5.63ms
Divide_ArcTan_Sinh,E,3,35,5.57ms
Divide_ArcTan_Sinh,Pi,3,35,5.80ms
Divide_ArcTan_Sinh,-1,3,35,5.71ms
Divide_ArcTan_Sinh,2,3,35,5.83ms
Divide_ArcTan_Sinh,0,2,35,2.52ms
Divide_ArcTan_Sinh,I,2,35,3.27ms
Divide_ArcTan_Cosh,1,3,35,5.78ms
Divide_ArcTan_Cosh,E,3,35,5.59ms
Divide_ArcTan_Cosh,Pi,3,35,5.53ms
Divide_ArcTan_Cosh,-1,3,35,5.72ms
Divide_ArcTan_Cosh,2,3,35,5.83ms
Divide_ArcTan_Cosh,0,3,35,8.94ms
Divide_ArcTan_Cosh,I,2,35,3.50ms
Divide_ArcTan_Tanh,1,3,35,5.57ms
Divide_ArcTan_Tanh,E,3,35,5.68ms
Divide_ArcTan_Tanh,Pi,3,35,5.50ms
Divide_ArcTan_Tanh,-1,3,35,5.75ms
Divide_ArcTan_Tanh,2,3,35,5.84ms
Divide_ArcTan_Tanh,0,2,35,2.59ms
Divide_ArcTan_Tanh,I,2,35,3.40ms
Divide_ArcTan_ArcSinh,1,3,35,6.75ms
Divide_ArcTan_ArcSinh,E,3,35,6.68ms
Divide_ArcTan_ArcSinh,Pi,3,35,7.03ms
Divide_ArcTan_ArcSinh,-1,3,35,6.76ms
Divide_ArcTan_ArcSinh,2,3,35,6.57ms
Divide_ArcTan_ArcSinh,0,2,35,2.89ms
Divide_ArcTan_ArcSinh,I,2,35,3.83ms
Divide_ArcTan_ArcCosh,1,3,35,4.86ms
Divide_ArcTan_ArcCosh,E,3,35,7.82ms
Divide_ArcTan_ArcCosh,Pi,3,35,7.80ms
Divide_ArcTan_ArcCosh,-1,3,35,8.05ms
Divide_ArcTan_ArcCosh,2,3,35,8.01ms
Divide_ArcTan_ArcCosh,0,2,35,5.14ms
Divide_ArcTan_ArcCosh,I,2,35,4.78ms
Divide_ArcTan_ArcTanh,1,3,35,4.17ms
Divide_ArcTan_ArcTanh,E,3,35,6.90ms
Divide_ArcTan_ArcTanh,Pi,3,35,7.02ms
Divide_ArcTan_ArcTanh,-1,3,35,4.20ms
Divide_ArcTan_ArcTanh,2,3,35,7.57ms
Divide_ArcTan_ArcTanh,0,2,35,3.20ms
Divide_ArcTan_ArcTanh,I,2,35,4.01ms
Divide_ArcTan_Inv,1,4,35,10.92ms
Divide_ArcTan_Inv,E,3,35,4.34ms
Divide_ArcTan_Inv,Pi,3,35,4.29ms
Divide_ArcTan_Inv,-1,3,35,4.42ms
Divide_ArcTan_Inv,2,3,35,4.40ms
Divide_ArcTan_Inv,0,2,35,2.17ms
Divide_ArcTan_Inv,I,2,35,2.89ms
Divide_ArcTan_Minus,1,3,35,4.38ms
Divide_ArcTan_Minus,E,3,35,4.32ms
Divide_ArcTan_Minus,Pi,3,35,4.36ms
Divide_ArcTan_Minus,-1,4,35,11.97ms
Divide_ArcTan_Minus,2,3,35,4.44ms
Divide_ArcTan_Minus,0,2,35,2.41ms
Divide_ArcTan_Minus,I,2,35,2.74ms
Divide_ArcTan_Sqr,1,4,35,12.40ms
Divide_ArcTan_Sqr,E,3,35,4.77ms
Divide_ArcTan_Sqr,Pi,3,35,4.85ms
Divide_ArcTan_Sqr,-1,4,35,12.79ms
Divide_ArcTan_Sqr,2,3,35,4.90ms
Divide_ArcTan_Sqr,0,2,35,2.16ms
Divide_ArcTan_Sqr,I,2,35,3.03ms
Divide_ArcTan_Sqrt,1,4,35,14.32ms
Divide_ArcTan_Sqrt,E,3,35,5.52ms
Divide_ArcTan_Sqrt,Pi,3,35,5.51ms
Divide_ArcTan_Sqrt,-1,3,35,5.72ms
Divide_ArcTan_Sqrt,2,3,35,5.60ms
Divide_ArcTan_Sqrt,0,2,35,2.63ms
Divide_ArcTan_Sqrt,I,2,35,3.52ms
Divide_ArcTan_Id,1,4,35,11.63ms
Divide_ArcTan_Id,E,3,35,4.32ms
Divide_ArcTan_Id,Pi,3,35,4.35ms
Divide_ArcTan_Id,-1,3,35,4.49ms
Divide_ArcTan_Id,2,3,35,4.31ms
Divide_ArcTan_Id,0,2,35,2.11ms
Divide_ArcTan_Id,I,2,35,2.76ms
Divide_ArcTan_LogisticSigmoid,1,3,35,5.35ms
Divide_ArcTan_LogisticSigmoid,E,3,35,5.51ms
Divide_ArcTan_LogisticSigmoid,Pi,3,35,5.73ms
Divide_ArcTan_LogisticSigmoid,-1,3,35,5.39ms
Divide_ArcTan_LogisticSigmoid,2,3,35,5.34ms
Divide_ArcTan_LogisticSigmoid,0,2,35,3.55ms
Divide_ArcTan_LogisticSigmoid,I,2,35,3.45ms
Divide_Sinh_Exp,1,3,35,3.64ms
Divide_Sinh_Exp,E,3,35,3.61ms
Divide_Sinh_Exp,Pi,3,35,3.62ms
Divide_Sinh_Exp,-1,3,35,3.40ms
Divide_Sinh_Exp,2,3,35,3.57ms
Divide_Sinh_Exp,0,3,35,4.97ms
Divide_Sinh_Exp,I,2,35,3.58ms
Divide_Sinh_Log,1,3,35,2.52ms
Divide_Sinh_Log,E,4,35,8.22ms
Divide_Sinh_Log,Pi,3,35,3.59ms
Divide_Sinh_Log,-1,3,35,3.88ms
Divide_Sinh_Log,2,3,35,3.79ms
Divide_Sinh_Log,0,2,35,1.81ms
Divide_Sinh_Log,I,2,35,3.87ms
Divide_Sinh_Sin,1,3,35,3.37ms
Divide_Sinh_Sin,E,3,35,3.13ms
Divide_Sinh_Sin,Pi,3,35,2.38ms
Divide_Sinh_Sin,-1,3,35,3.33ms
Divide_Sinh_Sin,2,3,35,3.20ms
Divide_Sinh_Sin,0,2,35,1.70ms
Divide_Sinh_Sin,I,2,35,3.47ms
Divide_Sinh_Cos,1,3,35,3.31ms
Divide_Sinh_Cos,E,3,35,3.17ms
Divide_Sinh_Cos,Pi,3,35,3.36ms
Divide_Sinh_Cos,-1,3,35,3.46ms
Divide_Sinh_Cos,2,3,35,3.28ms
Divide_Sinh_Cos,0,3,35,4.83ms
Divide_Sinh_Cos,I,2,35,3.74ms
Divide_Sinh_Tan,1,3,35,4.93ms
Divide_Sinh_Tan,E,3,35,3.35ms
Divide_Sinh_Tan,Pi,3,35,2.65ms
Divide_Sinh_Tan,-1,3,35,3.51ms
Divide_Sinh_Tan,2,3,35,3.47ms
Divide_Sinh_Tan,0,2,35,1.77ms
Divide_Sinh_Tan,I,2,35,4.00ms
Divide_Sinh_ArcSin,1,3,35,5.47ms
Divide_Sinh_ArcSin,E,3,35,5.81ms
Divide_Sinh_ArcSin,Pi,3,35,5.56ms
Divide_Sinh_ArcSin,-1,3,35,5.40ms
Divide_Sinh_ArcSin,2,3,35,5.62ms
Divide_Sinh_ArcSin,0,2,35,2.87ms
Divide_Sinh_ArcSin,I,2,35,5.44ms
Divide_Sinh_ArcCos,1,3,35,3.39ms
Divide_Sinh_ArcCos,E,3,35,5.36ms
Divide_Sinh_ArcCos,Pi,3,35,5.26ms
Divide_Sinh_ArcCos,-1,3,35,5.56ms
Divide_Sinh_ArcCos,2,3,35,5.31ms
Divide_Sinh_ArcCos,0,2,35,3.52ms
Divide_Sinh_ArcCos,I,2,35,5.48ms
Divide_Sinh_ArcTan,1,3,35,5.38ms
Divide_Sinh_ArcTan,E,3,35,5.18ms
Divide_Sinh_ArcTan,Pi,3,35,5.12ms
Divide_Sinh_ArcTan,-1,3,35,5.32ms
Divide_Sinh_ArcTan,2,3,35,5.41ms
Divide_Sinh_ArcTan,0,2,35,2.41ms
Divide_Sinh_ArcTan,I,2,35,3.53ms
Divide_Sinh_Sinh,1,3,35,2.64ms
Divide_Sinh_Sinh,E,4,35,6.31ms
Divide_Sinh_Sinh,Pi,4,35,5.75ms
Divide_Sinh_Sinh,-1,4,35,5.10ms
Divide_Sinh_Sinh,2,4,35,6.30ms
Divide_Sinh_Sinh,0,3,35,3.12ms
Divide_Sinh_Sinh,I,3,35,6.28ms
Divide_Sinh_Cosh,1,4,35,9.49ms
Divide_Sinh_Cosh,E,5,35,24.44ms
Divide_Sinh_Cosh,Pi,5,35,26.21ms
Divide_Sinh_Cosh,-1,4,35,9.07ms
Divide_Sinh_Cosh,2,4,35,9.03ms
Divide_Sinh_Cosh,0,5,35,40.38ms
Divide_Sinh_Cosh,I,4,35,23.22ms
Divide_Sinh_Tanh,1,5,35,37.80ms
Divide_Sinh_Tanh,E,4,35,8.94ms
Divide_Sinh_Tanh,Pi,5,35,28.75ms
Divide_Sinh_Tanh,-1,5,35,37.19ms
Divide_Sinh_Tanh,2,5,35,29.79ms
Divide_Sinh_Tanh,0,5,35,38.79ms
Divide_Sinh_Tanh,I,4,35,37.17ms
Divide_Sinh_ArcSinh,1,3,35,4.80ms
Divide_Sinh_ArcSinh,E,3,35,4.70ms
Divide_Sinh_ArcSinh,Pi,3,35,4.55ms
Divide_Sinh_ArcSinh,-1,3,35,4.74ms
Divide_Sinh_ArcSinh,2,3,35,4.80ms
Divide_Sinh_ArcSinh,0,2,35,2.27ms
Divide_Sinh_ArcSinh,I,2,35,4.98ms
Divide_Sinh_ArcCosh,1,3,35,4.00ms
Divide_Sinh_ArcCosh,E,3,35,6.38ms
Divide_Sinh_ArcCosh,Pi,3,35,6.86ms
Divide_Sinh_ArcCosh,-1,3,35,6.84ms
Divide_Sinh_ArcCosh,2,3,35,6.26ms
Divide_Sinh_ArcCosh,0,2,35,4.57ms
Divide_Sinh_ArcCosh,I,2,35,7.02ms
Divide_Sinh_ArcTanh,1,3,35,3.12ms
Divide_Sinh_ArcTanh,E,3,35,5.03ms
Divide_Sinh_ArcTanh,Pi,3,35,5.13ms
Divide_Sinh_ArcTanh,-1,3,35,3.09ms
Divide_Sinh_ArcTanh,2,3,35,5.00ms
Divide_Sinh_ArcTanh,0,2,35,2.26ms
Divide_Sinh_ArcTanh,I,2,35,5.70ms
Divide_Sinh_Inv,1,4,35,5.90ms
Divide_Sinh_Inv,E,3,35,2.54ms
Divide_Sinh_Inv,Pi,3,35,2.54ms
Divide_Sinh_Inv,-1,3,35,2.67ms
Divide_Sinh_Inv,2,3,35,2.68ms
Divide_Sinh_Inv,0,2,35,1.52ms
Divide_Sinh_Inv,I,2,35,2.87ms
Divide_Sinh_Minus,1,3,35,2.68ms
Divide_Sinh_Minus,E,3,35,2.72ms
Divide_Sinh_Minus,Pi,3,35,2.58ms
Divide_Sinh_Minus,-1,4,35,6.49ms
Divide_Sinh_Minus,2,3,35,2.64ms
Divide_Sinh_Minus,0,2,35,1.51ms
Divide_Sinh_Minus,I,2,35,2.80ms
Divide_Sinh_Sqr,1,4,35,7.02ms
Divide_Sinh_Sqr,E,3,35,2.88ms
Divide_Sinh_Sqr,Pi,3,35,2.84ms
Divide_Sinh_Sqr,-1,4,35,7.02ms
Divide_Sinh_Sqr,2,3,35,2.80ms
Divide_Sinh_Sqr,0,2,35,1.55ms
Divide_Sinh_Sqr,I,2,35,3.03ms
Divide_Sinh_Sqrt,1,4,35,8.37ms
Divide_Sinh_Sqrt,E,3,35,3.57ms
Divide_Sinh_Sqrt,Pi,3,35,3.55ms
Divide_Sinh_Sqrt,-1,3,35,4.09ms
Divide_Sinh_Sqrt,2,3,35,3.70ms
Divide_Sinh_Sqrt,0,2,35,1.88ms
Divide_Sinh_Sqrt,I,2,35,3.93ms
Divide_Sinh_Id,1,4,35,6.41ms
Divide_Sinh_Id,E,3,35,2.63ms
Divide_Sinh_Id,Pi,3,35,2.63ms
Divide_Sinh_Id,-1,3,35,3.19ms
Divide_Sinh_Id,2,3,35,2.66ms
Divide_Sinh_Id,0,2,35,1.45ms
Divide_Sinh_Id,I,2,35,2.59ms
Divide_Sinh_LogisticSigmoid,1,3,35,3.73ms
Divide_Sinh_LogisticSigmoid,E,4,35,12.16ms
Divide_Sinh_LogisticSigmoid,Pi,4,35,11.81ms
Divide_Sinh_LogisticSigmoid,-1,4,35,13.47ms
Divide_Sinh_LogisticSigmoid,2,4,35,12.29ms
Divide_Sinh_LogisticSigmoid,0,2,35,2.50ms
Divide_Sinh_LogisticSigmoid,I,2,35,3.63ms
Divide_Cosh_Exp,1,3,35,3.59ms
Divide_Cosh_Exp,E,3,35,3.58ms
Divide_Cosh_Exp,Pi,3,35,3.66ms
Divide_Cosh_Exp,-1,3,35,3.42ms
Divide_Cosh_Exp,2,3,35,3.63ms
Divide_Cosh_Exp,0,4,35,16.79ms
Divide_Cosh_Exp,I,2,35,3.66ms
Divide_Cosh_Log,1,3,35,2.60ms
Divide_Cosh_Log,E,4,35,7.65ms
Divide_Cosh_Log,Pi,3,35,3.65ms
Divide_Cosh_Log,-1,3,35,3.77ms
Divide_Cosh_Log,2,3,35,3.88ms
Divide_Cosh_Log,0,2,35,2.98ms
Divide_Cosh_Log,I,2,35,4.03ms
Divide_Cosh_Sin,1,3,35,3.40ms
Divide_Cosh_Sin,E,3,35,3.20ms
Divide_Cosh_Sin,Pi,3,35,2.73ms
Divide_Cosh_Sin,-1,3,35,3.57ms
Divide_Cosh_Sin,2,3,35,3.28ms
Divide_Cosh_Sin,0,2,35,2.34ms
Divide_Cosh_Sin,I,2,35,3.46ms
Divide_Cosh_Cos,1,3,35,3.24ms
Divide_Cosh_Cos,E,3,35,3.32ms
Divide_Cosh_Cos,Pi,3,35,3.18ms
Divide_Cosh_Cos,-1,3,35,3.24ms
Divide_Cosh_Cos,2,3,35,3.34ms
Divide_Cosh_Cos,0,4,35,15.51ms
Divide_Cosh_Cos,I,2,35,3.46ms
Divide_Cosh_Tan,1,3,35,3.47ms
Divide_Cosh_Tan,E,3,35,3.86ms
Divide_Cosh_Tan,Pi,3,35,2.58ms
Divide_Cosh_Tan,-1,3,35,3.50ms
Divide_Cosh_Tan,2,3,35,3.62ms
Divide_Cosh_Tan,0,2,35,2.47ms
Divide_Cosh_Tan,I,2,35,3.95ms
Divide_Cosh_ArcSin,1,3,35,5.52ms
Divide_Cosh_ArcSin,E,3,35,6.17ms
Divide_Cosh_ArcSin,Pi,3,35,5.91ms
Divide_Cosh_ArcSin,-1,3,35,5.52ms
Divide_Cosh_ArcSin,2,3,35,5.66ms
Divide_Cosh_ArcSin,0,2,35,3.60ms
Divide_Cosh_ArcSin,I,2,35,5.48ms
Divide_Cosh_ArcCos,1,3,35,3.43ms
Divide_Cosh_ArcCos,E,3,35,5.74ms
Divide_Cosh_ArcCos,Pi,3,35,5.23ms
Divide_Cosh_ArcCos,-1,3,35,5.13ms
Divide_Cosh_ArcCos,2,3,35,5.23ms
Divide_Cosh_ArcCos,0,2,35,5.29ms
Divide_Cosh_ArcCos,I,2,35,5.42ms
Divide_Cosh_ArcTan,1,3,35,5.29ms
Divide_Cosh_ArcTan,E,3,35,5.12ms
Divide_Cosh_ArcTan,Pi,3,35,4.96ms
Divide_Cosh_ArcTan,-1,3,35,5.23ms
Divide_Cosh_ArcTan,2,3,35,5.09ms
Divide_Cosh_ArcTan,0,2,35,3.34ms
Divide_Cosh_ArcTan,I,2,35,3.20ms
Divide_Cosh_Sinh,1,3,35,3.63ms
Divide_Cosh_Sinh,E,3,35,3.43ms
Divide_Cosh_Sinh,Pi,4,35,9.62ms
Divide_Cosh_Sinh,-1,3,35,3.60ms
Divide_Cosh_Sinh,2,3,35,3.56ms
Divide_Cosh_Sinh,0,2,35,2.37ms
Divide_Cosh_Sinh,I,2,35,3.61ms
Divide_Cosh_Cosh,1,3,35,2.69ms
Divide_Cosh_Cosh,E,4,35,6.29ms
Divide_Cosh_Cosh,Pi,4,35,7.19ms
Divide_Cosh_Cosh,-1,4,35,3.33ms
Divide_Cosh_Cosh,2,4,35,6.20ms
Divide_Cosh_Cosh,0,4,35,15.27ms
Divide_Cosh_Cosh,I,3,35,6.29ms
Divide_Cosh_Tanh,1,4,35,12.70ms
Divide_Cosh_Tanh,E,3,35,3.62ms
Divide_Cosh_Tanh,Pi,4,35,10.10ms
Divide_Cosh_Tanh,-1,4,35,12.67ms
Divide_Cosh_Tanh,2,4,35,11.76ms
Divide_Cosh_Tanh,0,4,35,21.03ms
Divide_Cosh_Tanh,I,3,35,13.21ms
Divide_Cosh_ArcSinh,1,3,35,4.77ms
Divide_Cosh_ArcSinh,E,3,35,4.60ms
Divide_Cosh_ArcSinh,Pi,3,35,4.50ms
Divide_Cosh_ArcSinh,-1,3,35,4.80ms
Divide_Cosh_ArcSinh,2,3,35,4.81ms
Divide_Cosh_ArcSinh,0,2,35,3.04ms
Divide_Cosh_ArcSinh,I,2,35,4.93ms
Divide_Cosh_ArcCosh,1,3,35,3.90ms
Divide_Cosh_ArcCosh,E,3,35,6.27ms
Divide_Cosh_ArcCosh,Pi,3,35,6.05ms
Divide_Cosh_ArcCosh,-1,3,35,6.16ms
Divide_Cosh_ArcCosh,2,3,35,6.10ms
Divide_Cosh_ArcCosh,0,2,35,6.53ms
Divide_Cosh_ArcCosh,I,2,35,6.66ms
Divide_Cosh_ArcTanh,1,3,35,3.19ms
Divide_Cosh_ArcTanh,E,3,35,5.07ms
Divide_Cosh_ArcTanh,Pi,3,35,5.06ms
Divide_Cosh_ArcTanh,-1,3,35,3.04ms
Divide_Cosh_ArcTanh,2,3,35,4.98ms
Divide_Cosh_ArcTanh,0,2,35,3.29ms
Divide_Cosh_ArcTanh,I,2,35,5.09ms
Divide_Cosh_Inv,1,4,35,5.57ms
Divide_Cosh_Inv,E,3,35,2.56ms
Divide_Cosh_Inv,Pi,3,35,2.57ms
Divide_Cosh_Inv,-1,3,35,2.67ms
Divide_Cosh_Inv,2,3,35,2.64ms
Divide_Cosh_Inv,0,2,35,1.54ms
Divide_Cosh_Inv,I,2,35,3.21ms
Divide_Cosh_Minus,1,3,35,2.72ms
Divide_Cosh_Minus,E,3,35,2.66ms
Divide_Cosh_Minus,Pi,3,35,2.66ms
Divide_Cosh_Minus,-1,4,35,6.39ms
Divide_Cosh_Minus,2,3,35,2.66ms
Divide_Cosh_Minus,0,2,35,1.92ms
Divide_Cosh_Minus,I,2,35,2.68ms
Divide_Cosh_Sqr,1,4,35,7.17ms
Divide_Cosh_Sqr,E,3,35,2.77ms
Divide_Cosh_Sqr,Pi,3,35,2.81ms
Divide_Cosh_Sqr,-1,4,35,6.60ms
Divide_Cosh_Sqr,2,3,35,2.81ms
Divide_Cosh_Sqr,0,2,35,2.03ms
Divide_Cosh_Sqr,I,2,35,3.59ms
Divide_Cosh_Sqrt,1,4,35,8.37ms
Divide_Cosh_Sqrt,E,3,35,3.60ms
Divide_Cosh_Sqrt,Pi,3,35,3.61ms
Divide_Cosh_Sqrt,-1,3,35,3.86ms
Divide_Cosh_Sqrt,2,3,35,3.71ms
Divide_Cosh_Sqrt,0,2,35,2.58ms
Divide_Cosh_Sqrt,I,2,35,3.96ms
Divide_Cosh_Id,1,4,35,6.28ms
Divide_Cosh_Id,E,3,35,2.64ms
Divide_Cosh_Id,Pi,3,35,2.78ms
Divide_Cosh_Id,-1,3,35,2.99ms
Divide_Cosh_Id,2,3,35,2.64ms
Divide_Cosh_Id,0,3,35,2.80ms
Divide_Cosh_Id,I,2,35,2.91ms
Divide_Cosh_LogisticSigmoid,1,3,35,3.72ms
Divide_Cosh_LogisticSigmoid,E,4,35,12.67ms
Divide_Cosh_LogisticSigmoid,Pi,4,35,11.36ms
Divide_Cosh_LogisticSigmoid,-1,4,35,12.28ms
Divide_Cosh_LogisticSigmoid,2,4,35,12.53ms
Divide_Cosh_LogisticSigmoid,0,5,35,53.05ms
Divide_Cosh_LogisticSigmoid,I,2,35,3.74ms
Divide_Tanh_Exp,1,3,35,3.72ms
Divide_Tanh_Exp,E,3,35,3.72ms
Divide_Tanh_Exp,Pi,3,35,3.76ms
Divide_Tanh_Exp,-1,3,35,3.71ms
Divide_Tanh_Exp,2,3,35,3.73ms
Divide_Tanh_Exp,0,3,35,5.23ms
Divide_Tanh_Exp,I,2,35,3.76ms
Divide_Tanh_Log,1,3,35,2.74ms
Divide_Tanh_Log,E,6,35,35.71ms
Divide_Tanh_Log,Pi,3,35,4.08ms
Divide_Tanh_Log,-1,3,35,4.29ms
Divide_Tanh_Log,2,3,35,4.11ms
Divide_Tanh_Log,0,2,35,1.91ms
Divide_Tanh_Log,I,2,35,4.23ms
Divide_Tanh_Sin,1,3,35,3.62ms
Divide_Tanh_Sin,E,3,35,3.62ms
Divide_Tanh_Sin,Pi,3,35,2.75ms
Divide_Tanh_Sin,-1,3,35,4.14ms
Divide_Tanh_Sin,2,3,35,3.53ms
Divide_Tanh_Sin,0,2,35,1.78ms
Divide_Tanh_Sin,I,2,35,3.67ms
Divide_Tanh_Cos,1,3,35,3.66ms
Divide_Tanh_Cos,E,3,35,3.64ms
Divide_Tanh_Cos,Pi,3,35,3.52ms
Divide_Tanh_Cos,-1,3,35,3.61ms
Divide_Tanh_Cos,2,3,35,3.59ms
Divide_Tanh_Cos,0,3,35,5.60ms
Divide_Tanh_Cos,I,2,35,3.56ms
Divide_Tanh_Tan,1,3,35,3.67ms
Divide_Tanh_Tan,E,3,35,3.66ms
Divide_Tanh_Tan,Pi,3,35,2.77ms
Divide_Tanh_Tan,-1,3,35,3.63ms
Divide_Tanh_Tan,2,3,35,4.37ms
Divide_Tanh_Tan,0,2,35,1.85ms
Divide_Tanh_Tan,I,2,35,3.99ms
Divide_Tanh_ArcSin,1,3,35,5.84ms
Divide_Tanh_ArcSin,E,3,35,6.02ms
Divide_Tanh_ArcSin,Pi,3,35,5.89ms
Divide_Tanh_ArcSin,-1,3,35,5.68ms
Divide_Tanh_ArcSin,2,3,35,5.85ms
Divide_Tanh_ArcSin,0,2,35,2.61ms
Divide_Tanh_ArcSin,I,2,35,5.58ms
Divide_Tanh_ArcCos,1,3,35,3.82ms
Divide_Tanh_ArcCos,E,3,35,5.61ms
Divide_Tanh_ArcCos,Pi,3,35,5.44ms
Divide_Tanh_ArcCos,-1,3,35,5.46ms
Divide_Tanh_ArcCos,2,3,35,5.43ms
Divide_Tanh_ArcCos,0,2,35,3.58ms
Divide_Tanh_ArcCos,I,2,35,5.78ms
Divide_Tanh_ArcTan,1,3,35,5.53ms
Divide_Tanh_ArcTan,E,3,35,5.59ms
Divide_Tanh_ArcTan,Pi,3,35,5.61ms
Divide_Tanh_ArcTan,-1,3,35,5.60ms
Divide_Tanh_ArcTan,2,3,35,5.82ms
Divide_Tanh_ArcTan,0,2,35,2.51ms
Divide_Tanh_ArcTan,I,2,35,3.43ms
Divide_Tanh_Sinh,1,3,35,3.80ms
Divide_Tanh_Sinh,E,3,35,4.34ms
Divide_Tanh_Sinh,Pi,3,35,3.80ms
Divide_Tanh_Sinh,-1,3,35,3.80ms
Divide_Tanh_Sinh,2,3,35,3.77ms
Divide_Tanh_Sinh,0,2,35,1.80ms
Divide_Tanh_Sinh,I,2,35,3.70ms
Divide_Tanh_Cosh,1,3,35,3.87ms
Divide_Tanh_Cosh,E,3,35,3.84ms
Divide_Tanh_Cosh,Pi,3,35,3.88ms
Divide_Tanh_Cosh,-1,3,35,3.85ms
Divide_Tanh_Cosh,2,3,35,3.73ms
Divide_Tanh_Cosh,0,3,35,5.30ms
Divide_Tanh_Cosh,I,2,35,4.05ms
Divide_Tanh_Tanh,1,3,35,2.94ms
Divide_Tanh_Tanh,E,4,35,6.96ms
Divide_Tanh_Tanh,Pi,4,35,7.95ms
Divide_Tanh_Tanh,-1,4,35,5.29ms
Divide_Tanh_Tanh,2,4,35,6.99ms
Divide_Tanh_Tanh,0,3,35,3.38ms
Divide_Tanh_Tanh,I,3,35,7.07ms
Divide_Tanh_ArcSinh,1,3,35,5.36ms
Divide_Tanh_ArcSinh,E,3,35,5.02ms
Divide_Tanh_ArcSinh,Pi,3,35,5.28ms
Divide_Tanh_ArcSinh,-1,3,35,5.01ms
Divide_Tanh_ArcSinh,2,3,35,4.98ms
