function,operator,input_x,input_y,native_result,operator_result,relative_error,is_overflow,is_nan,is_div_zero
div,DivLogExp,2.0,10.0,0.2,0.19999999999999998,1.3877787807814457e-16,False,False,False
div,EML,5.0,0.1,50.0,49.99999999999997,5.684341886080802e-16,False,False,False
div,DivLogExp,5.0,0.1,50.0,49.99999999999997,5.684341886080802e-16,False,False,False
div,EML,5.0,0.5,10.0,9.999999999999998,1.7763568394002506e-16,False,False,False
div,DivLogExp,5.0,0.5,10.0,9.999999999999998,1.7763568394002506e-16,False,False,False
div,EML,5.0,1.0,5.0,4.999999999999999,1.7763568394002506e-16,False,False,False
div,DivLogExp,5.0,1.0,5.0,4.999999999999999,1.7763568394002506e-16,False,False,False
div,EML,5.0,2.0,2.5,2.5,0.0,False,False,False
div,DivLogExp,5.0,2.0,2.5,2.5,0.0,False,False,False
div,EML,5.0,5.0,1.0,1.0,0.0,False,False,False
div,DivLogExp,5.0,5.0,1.0,1.0,0.0,False,False,False
div,EML,5.0,10.0,0.5,0.49999999999999983,3.3306690738754696e-16,False,False,False
div,DivLogExp,5.0,10.0,0.5,0.49999999999999983,3.3306690738754696e-16,False,False,False
div,EML,10.0,0.1,100.0,100.00000000000004,4.263256414560601e-16,False,False,False
div,DivLogExp,10.0,0.1,100.0,100.00000000000004,4.263256414560601e-16,False,False,False
div,EML,10.0,0.5,20.0,20.000000000000007,3.552713678800501e-16,False,False,False
div,DivLogExp,10.0,0.5,20.0,20.000000000000007,3.552713678800501e-16,False,False,False
div,EML,10.0,1.0,10.0,10.000000000000002,1.7763568394002506e-16,False,False,False
div,DivLogExp,10.0,1.0,10.0,10.000000000000002,1.7763568394002506e-16,False,False,False
div,EML,10.0,2.0,5.0,5.000000000000001,1.7763568394002506e-16,False,False,False
div,DivLogExp,10.0,2.0,5.0,5.000000000000001,1.7763568394002506e-16,False,False,False
div,EML,10.0,5.0,2.0,2.0000000000000004,2.220446049250313e-16,False,False,False
div,DivLogExp,10.0,5.0,2.0,2.0000000000000004,2.220446049250313e-16,False,False,False
div,EML,10.0,10.0,1.0,1.0,0.0,False,False,False
div,DivLogExp,10.0,10.0,1.0,1.0,0.0,False,False,False
